name,id,city,lat,lon,category,created,status,members,join_mode,past_event_count,last_event,last_rsvp
Pittsburgh Yoga Moms,19885241,Pittsburgh,40.38,-80.04,Parents & Family,2016-04-26 09:41:07,active,161,open,78,2017-12-04 11:30:00,2
Sacred Chant at Sunnyhill,19063639,Pittsburgh,40.38,-80.04,New Age & Spirituality,2015-10-26 16:14:56,active,47,open,8,2017-06-02 19:00:00,1
The Foodie Dinner Club,18971805,Pittsburgh,40.38,-80.04,Food & Drink,2015-09-27 06:29:24,active,160,approval,9,2017-09-01 08:00:00,1
Pittsburgh Stand Up Paddle Boarding Meetup,24748688,Pittsburgh,40.38,-80.04,Sports & Recreation,2017-06-29 12:33:39,active,50,open,2,2017-08-30 18:30:00,5
Pints and Purls around Pittsburgh,10042382,Bethel Park,40.32,-80.04,Hobbies & Crafts,2013-08-30 19:16:10,active,310,open,96,2017-11-16 19:30:00,4
Native Americans,26813981,Bethel Park,40.32,-80.04,Language & Ethnic Identity,2017-12-07 21:00:46,active,2,approval,2,2018-01-12 20:00:00,1
DG Training Solutions Professional Development Meetup,20432642,Bethel Park,40.32,-80.04,Career & Business,2016-09-16 12:47:59,active,41,open,12,2017-11-03 09:00:00,2
Pittsburgh Martial Arts,19707776,Pittsburgh,40.4,-80.02,Sports & Recreation,2016-03-14 12:55:02,active,57,approval,1,2016-04-02 14:00:00,6
Christians United in the Battle,23392010,Pittsburgh,40.36,-80.06,Religion & Beliefs,2017-04-23 13:50:53,active,22,open,6,2017-09-22 18:00:00,2
BBW & SSBBW Pittsburgh,27222747,Pittsburgh,40.36,-80.06,Socializing,2018-01-20 23:17:08,active,10,open,0,,0
Pittsburgh Azure Meetup,19676480,Pittsburgh,40.4,-80.04,Tech,2016-03-07 16:26:45,active,287,open,15,2017-12-21 18:00:00,4
Pool Paddle Fitness,25018691,Pittsburgh,40.4,-80.04,Outdoors & Adventure,2017-07-16 23:45:49,active,106,open,5,2017-08-05 11:00:00,1
The Pittsburgh Scuba Meetup Group,1325650,Pittsburgh,40.4,-80.04,Outdoors & Adventure,2008-11-21 11:26:59,active,381,open,30,2017-03-20 18:30:00,3
Downtown Pittsburgh Investor's Business Daily Meetup,19127398,Pittsburgh,40.42,-79.98,Career & Business,2015-11-16 13:31:42,active,133,open,14,2017-11-14 21:00:00,5
Southside movie group!,24959666,Pittsburgh,40.42,-79.98,Movies & Film,2017-07-12 19:12:12,active,74,approval,13,2017-12-15 20:30:00,5
Zouk Pittsburgh,18755048,Pittsburgh,40.42,-79.98,Dancing,2015-07-20 14:56:39,active,99,open,5,2017-03-26 19:00:00,2
"Pittsburgh SEO, SEM & PPC",1561564,Pittsburgh,40.42,-79.98,Tech,2009-11-24 16:31:15,active,230,open,19,2016-07-14 18:00:00,6
Pittsburgh Area Forex,14531472,Pittsburgh,40.42,-79.98,Career & Business,2014-05-18 19:23:05,active,63,open,44,2018-01-04 21:00:00,1
Project Managers Pittsburgh,18802091,Pittsburgh,40.42,-79.98,Parents & Family,2015-08-04 15:48:24,active,8,open,2,2016-02-25 19:00:00,2
Southside Geeks/Nerds Unite!,23897078,Pittsburgh,40.42,-79.98,Games,2017-05-20 11:48:51,active,85,approval,26,2017-10-05 18:00:00,3
Pittsburgh Information Technology Meetup,12054692,Pittsburgh,40.42,-79.98,Tech,2014-01-12 17:17:49,active,763,open,45,2017-12-11 18:30:00,4
Sports Monster Pittsburgh Softball Meetup,18489227,Pittsburgh,40.42,-79.98,Sports & Recreation,2015-03-09 16:41:55,active,326,open,37,2017-11-04 09:00:00,1
Meteor Pittsburgh,11313982,Pittsburgh,40.42,-79.98,Tech,2013-12-02 13:59:14,active,162,open,6,2015-06-25 18:30:00,12
Sounds of Pittsburgh Chorus,18895302,Pittsburgh,40.38,-80.07,Music,2015-09-03 07:36:25,active,50,open,120,2018-01-22 20:00:00,1
Pittsburgh Bicycle Touring Meetup,18219398,Pittsburgh,40.38,-80.07,Sports & Recreation,2014-11-28 12:11:28,active,50,open,24,2017-08-06 07:00:00,3
Pittsburgh Parents of an Only Child,24463789,Pittsburgh,40.38,-80.07,Parents & Family,2017-06-14 15:53:12,active,4,approval,0,,0
Northside Coding Club,25726954,Pittsburgh,40.43,-79.95,Tech,2017-09-01 14:25:58,active,22,open,8,2017-10-30 18:00:00,1
Young Stroke Survivors in Pittsburgh,5788932,Pittsburgh,40.43,-79.95,Socializing,2012-11-10 21:28:40,active,25,approval,27,2013-11-23 12:00:00,1
Mount Washington Community Cleanup,13419142,Pittsburgh,40.43,-79.95,Community & Environment,2014-03-18 15:14:50,active,4,open,0,,0
Pittsburgh Scottish Country Dance Meetup Group,2376061,Pittsburgh,40.43,-79.95,Dancing,2011-08-21 21:29:10,active,188,open,192,2016-05-16 19:00:00,2
REGENT SQUARE ADVANCED WOMEN'S SPIRITUALLY AWAKE GROUP,18380911,Pittsburgh,40.44,-79.96,New Age & Spirituality,2015-01-26 11:12:15,active,68,open,0,,0
East End Lesbians Social Group,22938008,Pittsburgh,40.44,-79.96,LGBT,2017-03-19 13:40:30,active,122,approval,6,2017-10-10 18:45:00,2
"Tai Chi,Qigong, Health and  Wellness, and Taoism",1391988,Pittsburgh,40.43,-79.92,Health & Wellbeing,2009-02-24 16:43:45,active,376,open,29,2017-06-08 18:30:00,2
Storyburgh Meetup Group,19708455,Pittsburgh,40.43,-79.92,Writing,2016-03-14 15:16:08,active,40,open,4,2017-12-07 18:00:00,4
Parkinson's: Get Up and Move!!!,1752795,Pittsburgh,40.43,-79.92,Support,2010-12-20 16:07:50,active,39,approval,313,2018-01-12 14:00:00,1
Pittsburgh PostgreSQL User's Group,19060590,Pittsburgh,40.43,-79.92,Tech,2015-10-25 18:50:58,active,85,open,8,2016-09-14 19:00:00,11
Pittsburgh Netball Club,26276116,Pittsburgh,40.43,-79.92,Sports & Recreation,2017-10-15 16:29:59,active,12,open,2,2017-11-18 12:00:00,2
Pittsburgh Ultimate Frisbee Meetup Group,1248801,Pittsburgh,40.43,-79.92,Sports & Recreation,2008-08-07 09:44:26,active,1095,open,752,2017-10-28 11:00:00,4
Pittsburgh European Soccer Meetup,18795299,Pittsburgh,40.43,-79.92,Sports & Recreation,2015-08-02 17:35:46,active,252,open,13,2016-08-14 11:00:00,2
Pittsburgh Big Data Meetups,18476922,Pittsburgh,40.43,-79.92,Tech,2015-03-04 09:55:47,active,603,open,10,2016-03-22 19:00:00,49
Pittsburgh Dorothy Dunnett Reading Group,18468154,Pittsburgh,40.43,-79.92,Book Clubs,2015-02-28 20:27:04,active,139,open,19,2017-11-11 12:00:00,6
Single In The City-Greater Pittsburgh,18392584,Pittsburgh,40.43,-79.92,Singles,2015-01-29 12:26:05,active,464,open,14,2017-06-29 17:30:00,3
"Arts, Crafts & Global Cultures",23353305,Pittsburgh,40.43,-79.92,Fashion & Beauty,2017-04-20 11:47:16,active,535,open,11,2017-10-19 17:00:00,1
PghQA (Pittsburgh Software Quality),18387336,Pittsburgh,40.43,-79.92,Tech,2015-01-28 00:13:07,active,285,open,14,2017-11-08 20:00:00,4
Financial Advisors Of The Greater Pittsburgh Area,23029040,Pittsburgh,40.43,-79.92,Career & Business,2017-03-27 14:17:55,active,8,open,0,,0
The Pittsburgh Wine Meetup Group,367078,Pittsburgh,40.43,-79.92,Food & Drink,2006-11-16 10:29:40,active,923,open,68,2015-10-19 18:00:00,1
Pittsburgh Entrepreneur Business Strategy Workshop,22273926,Pittsburgh,40.43,-79.92,Career & Business,2017-02-07 12:53:23,active,62,approval,3,2017-02-26 15:00:00,5
Pittsburgh Women in Big Data,22183600,Pittsburgh,40.43,-79.92,Tech,2017-01-31 17:21:11,active,87,open,2,2017-03-15 12:30:00,2
Pittsburgh Tourettes Support Network,3345622,Pittsburgh,40.43,-79.92,Support,2012-02-22 17:14:00,active,28,open,9,2017-06-08 18:30:00,1
Squirrel Hill Business Network,7639162,Pittsburgh,40.43,-79.92,Career & Business,2013-03-15 23:19:57,active,167,open,5,2017-03-25 10:00:00,3
Backpacking Western PA,21056805,Pittsburgh,40.43,-79.92,Outdoors & Adventure,2016-11-05 19:57:50,active,1188,open,7,2017-10-28 10:00:00,6
Non-duality Pittsburgh,2703142,Pittsburgh,40.43,-79.92,New Age & Spirituality,2011-10-24 20:57:31,active,65,open,68,2017-12-14 20:00:00,1
Pittsburgh Area Singles Group,1815745,Pittsburgh,40.43,-79.92,Singles,2011-04-15 14:52:33,active,1752,open,67,2017-06-29 17:30:00,5
Pittsburgh PHP Developers Group,1461100,Pittsburgh,40.43,-79.92,Tech,2009-05-24 11:20:41,active,322,open,40,2015-08-01 08:30:00,1
Overcome ADHD/ADD Pittsburgh Support Group Network,1780099,Pittsburgh,40.43,-79.92,Support,2011-02-08 01:54:03,active,184,open,40,2017-06-08 18:30:00,1
Pittsburgh 'A Course in Miracles' Study Group,11048712,Pittsburgh,40.43,-79.92,New Age & Spirituality,2013-11-10 20:46:30,active,151,open,87,2017-06-10 10:00:00,2
The FoodBurgh Meetup,1585055,Pittsburgh,40.43,-79.92,Socializing,2010-01-19 09:05:54,active,470,open,38,2012-09-05 18:00:00,0
User Experience Designers Pittsburgh,8515492,Pittsburgh,40.44,-80.01,Tech,2013-05-16 15:53:47,active,701,open,19,2017-11-09 09:00:00,21
Getting Things Done Pittsburgh Productivity Group,19487855,Pittsburgh,40.44,-79.95,Education & Learning,2016-02-01 20:50:35,active,45,open,5,2017-03-16 18:30:00,3
The Pittsburgh Garden Experiment!,1326898,Pittsburgh,40.44,-79.95,Community & Environment,2008-11-23 20:44:01,active,1888,open,230,2017-12-16 12:00:00,1
Pittsburgh Groovy Programming,18820092,Pittsburgh,40.44,-79.95,Tech,2015-08-10 14:50:57,active,215,open,8,2017-07-27 19:00:00,3
Ask-an-Aspie,4848912,Pittsburgh,40.44,-79.95,Support,2012-09-09 17:49:42,active,37,approval,6,2013-03-23 14:30:00,2
Steel City Curb & Trail Society - Walking / Hiking Group,1576211,Pittsburgh,40.44,-79.95,Outdoors & Adventure,2010-01-02 22:51:31,active,1707,approval,93,2017-10-07 11:00:00,1
Pittsburgh Hardware Startup Meetup,7748582,Pittsburgh,40.44,-79.95,Tech,2013-03-23 13:20:47,active,631,open,16,2016-05-17 17:30:00,17
Pittsburgh Young Entrepreneurs,1551982,Pittsburgh,40.44,-79.95,Career & Business,2009-11-04 23:16:47,active,1304,open,65,2017-06-08 18:30:00,4
Jewish Pittsburgh,22931306,Pittsburgh,40.44,-79.95,Religion & Beliefs,2017-03-18 20:56:02,active,23,approval,5,2017-06-11 11:30:00,3
PittsburghTennisLeague.com | Pittsburgh Tennis League,3600472,Pittsburgh,40.44,-79.95,Sports & Recreation,2012-04-03 15:08:27,active,1025,open,67,2017-11-07 15:00:00,4
ACM Pittsburgh,18068252,Pittsburgh,40.44,-79.95,Tech,2014-11-04 14:54:04,active,478,open,16,2017-10-24 19:00:00,44
Pittsburgh Writers Meetup,17196792,Pittsburgh,40.44,-79.95,Writing,2014-09-24 21:29:42,active,99,open,2,2014-11-13 19:00:00,3
The Pittsburgh Social Freedom Project,16287492,Pittsburgh,40.44,-79.95,Health & Wellbeing,2014-08-09 17:21:35,active,389,open,23,2017-01-27 22:00:00,2
Carnegie Mellon University's Heinz Finance Club,22297914,Pittsburgh,40.44,-79.95,Career & Business,2017-02-08 23:49:17,active,40,open,1,2017-02-17 13:00:00,1
The Encounter Group,3516022,Pittsburgh,40.44,-79.95,Education & Learning,2012-03-20 18:35:05,active,75,open,22,2014-04-11 11:00:00,1
Explore Pittsburgh!,13824242,Pittsburgh,40.44,-79.95,Socializing,2014-04-09 14:06:35,active,3515,approval,154,2017-12-19 20:00:00,37
Better Choices = Better Life.,7027682,Pittsburgh,40.44,-79.95,Health & Wellbeing,2013-02-04 15:51:39,active,48,open,14,2017-02-04 15:30:00,1
"Indigo Children, Parents, and Individuals",1577083,Pittsburgh,40.44,-79.95,New Age & Spirituality,2010-01-04 17:23:56,active,192,open,31,2017-06-08 18:30:00,6
Pittsburgh Drone Masters,11934892,Pittsburgh,40.44,-79.95,Career & Business,2014-01-08 14:11:26,active,360,open,21,2017-12-22 19:00:00,7
Pittsburgh Indoor and Outdoor Volleyball,20074315,Pittsburgh,40.44,-79.95,Sports & Recreation,2016-06-14 17:07:44,active,275,open,39,2017-08-28 18:45:00,8
EdTech PGH,10918082,Pittsburgh,40.44,-79.95,Tech,2013-10-31 13:38:46,active,378,approval,14,2016-06-29 18:00:00,26
OpenStack Pittsburgh,10735312,Pittsburgh,40.44,-79.95,Tech,2013-10-17 20:11:28,active,132,approval,11,2016-02-24 19:30:00,8
Bailamos! Pittsburgh Salsa Lesson Meetup,19704253,Pittsburgh,40.43,-80.05,Dancing,2016-03-13 19:54:06,active,93,open,25,2016-09-06 19:00:00,1
Pittsburgh Offroad Excursions,23805706,Pittsburgh,40.43,-80.05,Cars & Motorcycles,2017-05-16 11:40:39,active,18,open,0,,0
PITTROTORcross,18343863,Pittsburgh,40.43,-80.05,Hobbies & Crafts,2015-01-16 16:01:56,active,121,approval,16,2017-07-22 10:00:00,1
Try New Tech,12645722,Pittsburgh,40.43,-80.05,Tech,2014-01-31 18:19:13,active,133,open,3,2014-06-18 18:30:00,29
Pittsburgh Wellness Group,19005340,Bridgeville,40.36,-80.11,Health & Wellbeing,2015-10-07 13:58:33,active,1160,open,179,2017-12-05 19:45:00,1
"Mindset, Meals and Movement Meet up",26012990,Bridgeville,40.36,-80.11,Health & Wellbeing,2017-09-22 09:23:59,active,50,open,8,2018-01-10 19:30:00,1
Pittsburgh Kombucha Meetup,18445215,Bridgeville,40.36,-80.11,Food & Drink,2015-02-19 00:27:24,active,115,open,4,2016-01-10 15:00:00,2
Pittsburgh Cassandra Users,9119982,Pittsburgh,40.45,-79.98,Tech,2013-06-27 15:20:52,active,60,open,3,2015-10-13 17:30:00,4
Drupal Pittsburgh,9014262,Pittsburgh,40.45,-79.98,Tech,2013-06-20 11:37:58,active,123,open,31,2017-09-22 08:00:00,1
Pittsburgh Women Veterans Meetup (Women Warriors United),19360074,Pittsburgh,40.45,-79.98,Health & Wellbeing,2016-01-18 11:45:00,active,23,open,0,,0
Pittsburgh Kickball Club,6443922,Pittsburgh,40.45,-79.98,Sports & Recreation,2013-01-02 11:38:58,active,1539,open,55,2017-12-03 17:00:00,1
Pittsburgh Flag Football Club,8319192,Pittsburgh,40.45,-79.98,Sports & Recreation,2013-05-02 14:20:16,active,438,open,27,2017-10-20 16:30:00,4
Magical Moms Of Multiples of Southwestern PA,24950219,Pittsburgh,40.45,-79.98,Parents & Family,2017-07-12 02:56:54,active,9,approval,0,,0
Running for Brews Pittsburgh - 5K Beer Running Club,22887266,Pittsburgh,40.45,-79.98,Fitness,2017-03-14 22:12:59,active,143,open,22,2017-12-26 19:00:00,1
Pittsburgh Red Hat User Group,18362549,Pittsburgh,40.45,-79.98,Tech,2015-01-21 10:05:00,active,119,approval,8,2017-12-05 17:30:00,22
Pittsburgh Major Taylor Cycling Club,16142882,Pittsburgh,40.45,-79.98,Sports & Recreation,2014-08-02 13:41:24,active,433,open,72,2017-09-13 18:00:00,2
Docker Pittsburgh,12768832,Pittsburgh,40.45,-79.98,Tech,2014-02-07 15:24:26,active,294,open,7,2016-02-18 20:00:00,22
Pittsburgh Hindi/Urdu/Hindustani Language Meetup,19821448,Pittsburgh,40.45,-79.99,Language & Ethnic Identity,2016-04-09 20:51:00,active,81,open,3,2016-11-18 19:00:00,1
Pittsburgh Saturday night Beginners Billiards.,9369442,Pittsburgh,40.45,-79.99,Games,2013-07-15 15:16:58,active,127,open,3,2016-04-02 20:00:00,1
The Pittsburgh Large/Giant Breed Dog Meetup Group,514722,Pittsburgh,40.45,-79.99,Pets & Animals,2007-05-30 15:34:49,active,908,open,428,2017-10-15 11:00:00,4
PGH Women's Wired Network,19682989,Pittsburgh,40.45,-79.99,Tech,2016-03-08 22:46:59,active,433,open,13,2017-11-08 18:30:00,10
Discover YOU: Your Hunt for Lasting Happiness,1740723,Pittsburgh,40.45,-79.99,New Age & Spirituality,2010-11-20 16:07:04,active,162,open,43,2017-02-04 15:30:00,1
Integrative Medicine Professionals,8708022,Pittsburgh,40.45,-79.99,Health & Wellbeing,2013-05-30 10:13:24,active,310,open,62,2017-01-07 11:00:00,3
Pittsburgh Area Fine Art Photographers,1723916,Pittsburgh,40.45,-79.99,Photography,2010-10-17 20:33:55,active,676,open,87,2017-09-22 18:00:00,1
The Pittsburgh Beer Meetup,1335614,Pittsburgh,40.45,-79.99,Food & Drink,2008-12-09 21:42:40,active,1689,open,175,2015-06-14 14:00:00,21
Ancient Order Hibernians Division 4 North Hills Pittsburgh,7813612,Pittsburgh,40.45,-79.99,Language & Ethnic Identity,2013-03-27 20:31:13,active,25,open,8,2017-11-11 20:00:00,1
Pittsburgh Food Bloggers,1712982,Pittsburgh,40.45,-79.99,Tech,2010-09-26 12:51:12,active,27,approval,5,2011-11-19 18:00:00,0
The Pittsburgh Witches Ball,1683187,Pittsburgh,40.45,-79.99,New Age & Spirituality,2010-07-30 10:26:43,active,672,open,167,2017-11-04 18:00:00,21
Ron Paul for President 2012 - Pittsburgh,506522,Pittsburgh,40.45,-79.99,Movements & Politics,2007-05-20 15:16:18,active,293,open,1298,2018-01-22 22:00:00,2
Pittsburgh Historic Preservation Meetup,18878499,Pittsburgh,40.45,-79.99,Arts & Culture,2015-08-28 23:33:28,active,577,open,95,2017-12-01 20:30:00,2
Health 2.0 Pittsburgh,6573292,Pittsburgh,40.45,-79.99,Tech,2013-01-09 12:44:37,active,742,open,28,2017-02-22 17:00:00,12
Pittsburgh Business Intelligence Group,1603556,Pittsburgh,40.45,-79.99,Career & Business,2010-02-22 18:58:41,active,112,open,7,2016-07-14 18:00:00,12
Big Data Developers in Pittsburgh,5571042,Pittsburgh,40.45,-79.99,Tech,2012-10-26 11:15:37,active,625,open,16,2017-11-01 18:00:00,17
Twitch/Youtube Pittsburgh,18627724,Pittsburgh,40.45,-79.99,Games,2015-05-26 19:03:45,active,205,open,53,2016-07-28 19:00:00,1
Stop to Smell the Roses,25315712,Pittsburgh,40.45,-79.99,Health & Wellbeing,2017-08-02 22:11:20,active,171,open,12,2017-11-12 09:00:00,1
Break For Ultimate - Downtown Pittsburgh,18549108,Pittsburgh,40.45,-79.99,Sports & Recreation,2015-04-15 13:17:25,active,83,open,13,2017-10-04 12:00:00,3
pghrb - Pittsburgh's Ruby User Group,4654732,Pittsburgh,40.45,-79.99,Tech,2012-08-27 16:38:16,active,439,open,36,2014-12-04 19:30:00,15
Facebook Developer and Marketers Group,4376832,Pittsburgh,40.45,-79.99,Tech,2012-07-23 17:58:57,active,53,open,1,2012-10-23 19:00:00,5
Ansible Pittsburgh,18433097,Pittsburgh,40.45,-79.99,Tech,2015-02-13 16:07:50,active,87,open,3,2015-07-13 18:30:00,1
The Pittsburgh Pug Meetup Group,126428,Pittsburgh,40.45,-79.99,Pets & Animals,2003-02-03 20:38:48,active,818,open,203,2017-12-02 13:00:00,5
Pittsburgh Dog Outings Meetup,23637026,Pittsburgh,40.45,-79.99,Pets & Animals,2017-05-06 12:05:59,active,649,open,9,2017-09-03 10:00:00,7
The Campaign for Liberty: Pittsburgh,1029979,Pittsburgh,40.45,-79.99,Movements & Politics,2008-02-23 21:53:05,active,295,open,1061,2018-01-22 22:00:00,2
Pittsburgh Backgammon Meetup,18370065,Pittsburgh,40.45,-79.99,Games,2015-01-23 07:59:50,active,239,open,82,2017-12-06 19:30:00,2
iphone ipad Android Mobile App Developers Pittsburgh Meetup,1502814,Pittsburgh,40.45,-79.99,Tech,2009-08-07 18:47:15,active,403,approval,23,2016-03-30 19:00:00,11
Pittsburgh Food Lovers -Dinner-Wine-Fun-Way2Wellness,13959372,Pittsburgh,40.45,-79.99,Food & Drink,2014-04-17 06:34:15,active,2418,open,10,2017-10-28 12:00:00,4
Pittsburgh Now,1500687,Pittsburgh,40.45,-79.99,New Age & Spirituality,2009-08-04 06:04:56,active,625,open,70,2017-02-04 15:30:00,1
Western PA Kayaking,13261322,Pittsburgh,40.45,-79.99,Outdoors & Adventure,2014-03-10 09:10:20,active,2295,open,95,2017-09-23 12:00:00,4
OWASP Pittsburgh Chapter,13043382,Pittsburgh,40.45,-79.99,Tech,2014-02-24 08:17:16,active,263,open,8,2016-09-15 11:30:00,34
ngPittsburgh,13049922,Pittsburgh,40.45,-79.99,Tech,2014-02-24 13:46:02,active,905,open,25,2017-08-22 18:00:00,23
Pittsburgh Coed Adult Recreational Sports Meetup,18873788,Pittsburgh,40.45,-79.99,Sports & Recreation,2015-08-27 11:31:02,active,926,open,24,2018-01-18 20:00:00,1
Pittsburgh Women Blogger MeetUp,11195092,Pittsburgh,40.45,-79.99,Tech,2013-11-21 11:30:32,active,80,open,3,2017-09-09 08:30:00,1
BPDteam412 🙃 Pitt Borderline Support,19976659,Pittsburgh,40.45,-79.99,Support,2016-05-20 16:50:52,active,92,open,44,2017-12-26 05:00:00,1
Rotary Club of Bethel Park,19527297,Venetia,40.27,-80.06,Community & Environment,2016-02-06 21:05:08,active,16,open,93,2018-01-17 13:15:00,1
Pittsburgh Area Sports and Exotic Cars Meetup,19170026,Venetia,40.27,-80.06,Cars & Motorcycles,2015-11-30 21:48:31,active,18,approval,2,2016-06-04 19:00:00,1
Jazzercise Parking Lot PARTY CLASS!!!,25876146,Venetia,40.27,-80.06,Fitness,2017-09-11 07:48:18,active,47,open,1,2017-09-23 09:15:00,4
Pittsburgh Machine Learners,21198496,Pittsburgh,40.45,-79.95,Tech,2016-11-16 13:06:58,active,474,open,21,2017-12-21 18:00:00,11
Alex Deacon Team   First Time Home Buyer's Workshop Meetup,19897699,Carnegie,40.41,-80.09,Career & Business,2016-04-29 16:35:17,active,18,open,0,,0
"Entrepreneur, Start up and Small Business Monthly Q and A",19223423,Carnegie,40.41,-80.09,Career & Business,2015-12-18 20:33:55,active,547,open,9,2017-09-30 10:00:00,1
Pittsburgh Women's Investment Meetup,18474693,Carnegie,40.41,-80.09,Career & Business,2015-03-03 12:36:15,active,140,open,3,2015-07-22 19:00:00,5
Pittsburgh Ukrainian Language Meetup,18434784,Carnegie,40.41,-80.09,Language & Ethnic Identity,2015-02-14 15:56:52,active,50,open,9,2017-02-04 14:00:00,1
Good Grief,20395594,Carnegie,40.41,-80.09,New Age & Spirituality,2016-09-06 16:32:48,active,128,open,4,2017-10-17 17:30:00,2
Foreign Language Enthusiasts of Pittsburgh,1660886,Pittsburgh,40.43,-79.89,Language & Ethnic Identity,2010-06-14 08:46:36,active,532,open,318,2016-03-06 13:00:00,1
"Tai Chi, Qigong and Meditation by Standing Crane, LLC",22497409,Pittsburgh,40.43,-79.89,Health & Wellbeing,2017-02-21 06:36:18,active,108,approval,88,2018-01-23 10:30:00,1
M Club | Motivation Club | Pittsburgh,26230075,Pittsburgh,40.45,-79.93,Health & Wellbeing,2017-10-11 10:22:09,active,31,open,1,2017-10-19 18:00:00,7
Pgh Tech Meetup,1640771,Pittsburgh,40.45,-79.93,Tech,2010-05-04 20:35:19,active,1916,open,139,2017-11-18 09:30:00,1
Pittsburgh useR Group,7784692,Pittsburgh,40.45,-79.93,Tech,2013-03-25 21:31:35,active,394,open,21,2017-11-08 19:30:00,11
Coffee Shop Group,1331994,Pittsburgh,40.45,-79.93,Food & Drink,2008-12-03 12:57:42,active,3884,open,320,2017-08-30 17:30:00,16
Access Mob Pittsburgh,19257598,Pittsburgh,40.45,-79.93,Community & Environment,2016-01-01 12:52:37,active,77,open,51,2017-10-21 09:30:00,1
Phoenix Institute Pittsburgh Meetup,20337365,Pittsburgh,40.45,-79.93,New Age & Spirituality,2016-08-21 07:28:16,active,46,open,34,2017-12-11 19:00:00,2
Pittsburgh Heartfulness Meditation,11168732,Pittsburgh,40.45,-79.93,Health & Wellbeing,2013-11-19 11:14:45,active,108,approval,26,2018-01-14 12:00:00,1
S.M.A.R.T.  Social Meetup for Aspies and Related Types,1780045,Pittsburgh,40.45,-79.93,Support,2011-02-08 00:10:26,active,57,approval,25,2013-03-24 15:00:00,5
Cloud Genius Pittsburgh,19460682,Pittsburgh,40.44,-80.07,Tech,2016-01-29 15:50:17,active,37,open,2,2016-10-12 18:00:00,2
Daisy's Dogs Training Troupe,25456515,Pittsburgh,40.44,-80.07,Pets & Animals,2017-08-11 21:46:36,active,40,open,2,2017-09-02 15:00:00,3
DIY Natural Health Meetup,14312632,Pittsburgh,40.44,-80.07,Health & Wellbeing,2014-05-07 00:25:13,active,185,open,61,2016-11-23 16:00:00,1
Pittsburgh Artisans and Makers Meetup,19834072,Pittsburgh,40.45,-79.91,Hobbies & Crafts,2016-04-12 20:06:35,active,149,open,7,2016-08-25 19:00:00,5
Pittsburgh Patent Meetup,19005135,Pittsburgh,40.45,-79.91,Tech,2015-10-07 12:36:32,active,33,open,1,2016-02-03 11:00:00,5
"Pittsburgh Stoics : Living the ""Good Life"" in the 'Burgh",6368112,Pittsburgh,40.45,-79.91,Education & Learning,2012-12-27 14:35:07,active,29,approval,24,2015-06-22 19:00:00,2
People Helping People,1643418,Pittsburgh,40.45,-79.91,Community & Environment,2010-05-10 16:19:20,active,1825,open,208,2017-07-10 17:00:00,1
Vocal Confluence,3121142,Pittsburgh,40.45,-79.91,Music,2012-01-17 15:26:24,active,282,open,64,2017-12-09 15:00:00,8
Streghe and Stregoni of Pittsburgh,2716492,Pittsburgh,40.45,-79.91,Language & Ethnic Identity,2011-10-27 11:01:09,active,42,approval,31,2017-12-02 19:00:00,6
Pittsburgh .NET User Group (PGHDOTNET),4544272,Pittsburgh,40.46,-80.03,Tech,2012-08-14 06:48:24,active,857,open,85,2017-12-21 18:00:00,12
The Pittsburgh Astrology Group,27097318,Pittsburgh,40.45,-80.06,New Age & Spirituality,2018-01-09 00:29:13,active,9,open,0,,0
Steel City Historical Fencing,26531112,Pittsburgh,40.47,-79.96,Sports & Recreation,2017-11-07 22:03:55,active,14,open,27,2018-01-22 20:00:00,1
Broken Plow Western Martial Arts & Pittsburgh Sword Fighters,12039332,Pittsburgh,40.47,-79.96,Sports & Recreation,2014-01-12 01:42:01,active,348,open,219,2017-08-03 18:00:00,1
North Versailles And Surrounding Gay Male Social,27242914,North Versailles,40.39,-79.83,LGBT,2018-01-22 16:09:55,active,1,open,0,,0
Boxing meetup for beginners and professionals alike,26018588,North Versailles,40.39,-79.83,Fitness,2017-09-22 19:58:48,active,50,open,1,2017-10-14 13:00:00,6
Alternative musicians and enthusiasts,25976092,North Versailles,40.39,-79.83,Music,2017-09-18 20:06:35,active,41,open,1,2017-10-06 17:35:00,2
Little Boston Rails to Trails Bicycling Meetup,19697982,Elizabeth,40.27,-79.86,Outdoors & Adventure,2016-03-12 10:41:34,active,48,open,0,,0
Grid Emergency (America Mobilizes),19903720,Pittsburgh,40.47,-79.95,Community & Environment,2016-05-01 13:22:36,active,67,open,2,2017-03-29 19:00:00,4
Proof Through the Night  (a nonpartisan voter ed movement),10209432,Pittsburgh,40.47,-79.95,Movements & Politics,2013-09-11 09:46:43,active,31,open,8,2016-01-30 09:30:00,1
Lesbians Who Tech Pittsburgh,19867697,Pittsburgh,40.47,-79.95,LGBT,2016-04-21 14:50:41,active,94,approval,8,2017-10-24 19:00:00,4
Pittsburgh BarkHappy Dog Meetup,19855478,Pittsburgh,40.47,-79.95,Pets & Animals,2016-04-18 15:20:26,active,210,open,20,2017-07-29 17:00:00,11
The Pittsburgh Czech Language Meetup Group,41510,Pittsburgh,40.47,-79.95,Language & Ethnic Identity,2004-03-22 13:49:10,active,258,open,111,2017-12-17 15:00:00,3
